BENDER	881	39551	821	38464	1087	2.8%	-60
SHEPARD	882	39430	815	38705	725	1.9%	-67
MCMAHON	883	39411	819	38557	854	2.2%	-64
LANDRY	884	39391	828	37961	1430	3.8%	-56
CASE	885	39319	813	38759	560	1.4%	-72
SAMPSON	886	39277	844	37234	2043	5.5%	-42
MOSES	887	39216	858	36814	2402	6.5%	-29
MAGANA	888	39105	1166	27571	11534	41.8%	278
BLACKBURN	889	39097	826	38137	960	2.5%	-63
DUNLAP	890	39063	820	38516	547	1.4%	-70
GOULD	891	38924	836	37660	1264	3.4%	-55
DUFFY	892	38835	827	37962	873	2.3%	-65
VAUGHAN	893	38830	837	37591	1239	3.3%	-56
HERRING	894	38733	841	37353	1380	3.7%	-53
MCKAY	895	38681	853	36948	1733	4.7%	-42
ESPINOSA	896	38667	1047	30538	8129	26.6%	151
RIVERS	897	38662	879	35980	2682	7.5%	-18
FARLEY	898	38528	849	37116	1412	3.8%	-49
BERNARD	899	38512	864	36546	1966	5.4%	-35
ASHLEY	900	38499	852	37021	1478	4.0%	-48
FRIEDMAN	901	38374	857	36833	1541	4.2%	-44
POTTS	902	38277	832	37687	590	1.6%	-70
TRUONG	903	38267	1157	27808	10459	37.6%	254
COSTA	904	38265	900	35227	3038	8.6%	-4
CORREA	905	38232	1109	28910	9322	32.2%	204
BLEVINS	906	38229	856	36841	1388	3.8%	-50
NIXON	907	38147	877	36037	2110	5.9%	-30
CLEMENTS	908	38044	843	37237	807	2.2%	-65
FRY	909	38029	838	37542	487	1.3%	-71
DELAROSA	910	37932	1137	28134	9798	34.8%	227
BEST	911	37923	855	36862	1061	2.9%	-56
BENTON	912	37912	851	37032	880	2.4%	-61
LUGO	913	37903	1092	29328	8575	29.2%	179
PORTILLO	914	37890	1353	24008	13882	57.8%	439
DOUGHERTY	915	37884	829	37903	-19	-0.1%	-86
CRANE	916	37870	848	37123	747	2.0%	-68
HALEY	917	37858	869	36433	1425	3.9%	-48
PHAN	918	37836	1193	26903	10933	40.6%	275
VILLALOBOS	919	37754	1188	27107	10647	39.3%	269
BLANCHARD	920	37695	860	36764	931	2.5%	-60
HORNE	921	37689	873	36288	1401	3.9%	-48
FINLEY	922	37672	854	36874	798	2.2%	-68
QUINTANA	923	37657	1073	29755	7902	26.6%	150
LYNN	924	37644	847	37125	519	1.4%	-77
ESQUIVEL	925	37578	1220	26301	11277	42.9%	295
BEAN	926	37571	846	37145	426	1.1%	-80
DODSON	927	37566	842	37298	268	0.7%	-85
MULLEN	928	37502	867	36442	1060	2.9%	-61
XIONG	929	37499	1219	26336	11163	42.4%	290
HAYDEN	930	37451	878	36024	1427	4.0%	-52
CANO	931	37368	1185	27179	10189	37.5%	254
LEVY	932	37228	892	35464	1764	5.0%	-40
HUBER	933	37170	861	36729	441	1.2%	-72
RICHMOND	934	37053	882	35715	1338	3.7%	-52
MOYER	935	37050	871	36421	629	1.7%	-64
LIM	936	37021	1170	27433	9588	35.0%	234
FRYE	937	36973	862	36716	257	0.7%	-75
SHEPPARD	938	36960	889	35554	1406	4.0%	-49
MCCARTY	939	36944	881	35718	1226	3.4%	-58
AVALOS	940	36922	1246	25875	11047	42.7%	306
BOOKER	941	36840	902	35101	1739	5.0%	-39
WALLER	942	36805	904	35001	1804	5.2%	-38
PARRA	943	36765	1203	26654	10111	37.9%	260
WOODWARD	944	36764	875	36242	522	1.4%	-69
JARAMILLO	945	36755	1144	28024	8731	31.2%	199
KRUEGER	946	36743	863	36694	49	0.1%	-83
RASMUSSEN	947	36636	893	35453	1183	3.3%	-54
BRANDT	948	36613	885	35616	997	2.8%	-63
PERALTA	949	36585	1305	24713	11872	48.0%	356
DONALDSON	950	36558	897	35387	1171	3.3%	-53
STUART	951	36540	883	35701	839	2.4%	-68
FAULKNER	952	36466	896	35389	1077	3.0%	-56
MAYNARD	953	36460	884	35648	812	2.3%	-69
GALINDO	954	36429	1199	26730	9699	36.3%	245
COFFEY	955	36423	894	35442	981	2.8%	-61
ESTES	956	36318	880	35839	479	1.3%	-76
SANFORD	957	36312	888	35565	747	2.1%	-69
BURCH	958	36269	891	35521	748	2.1%	-67
MADDOX	959	36250	906	34970	1280	3.7%	-53
VO	960	36236	1296	24956	11280	45.2%	336
OCONNELL	961	36194	886	35610	584	1.6%	-75
VU	962	36179	1247	25828	10351	40.1%	285
ANDERSEN	963	36150	954	33508	2642	7.9%	-9
SPENCE	964	36129	928	34435	1694	4.9%	-36
MCPHERSON	965	36125	913	34763	1362	3.9%	-52
CHURCH	966	36072	890	35539	533	1.5%	-76
SCHMITT	967	36043	898	35326	717	2.0%	-69
STANTON	968	35997	909	34812	1185	3.4%	-59
LEAL	969	35958	1133	28248	7710	27.3%	164
CHERRY	970	35877	922	34615	1262	3.6%	-48
COMPTON	971	35830	910	34788	1042	3.0%	-61
DUDLEY	972	35781	912	34770	1011	2.9%	-60
SIERRA	973	35770	1227	26181	9589	36.6%	254
POLLARD	974	35749	937	34079	1670	4.9%	-37
ALFARO	975	35725	1346	24108	11617	48.2%	371
HESTER	976	35642	919	34675	967	2.8%	-57
PROCTOR	977	35636	918	34682	954	2.8%	-59
LU	978	35628	1424	22977	12651	55.1%	446
HINTON	979	35606	962	33209	2397	7.2%	-17
NOVAK	980	35461	899	35282	179	0.5%	-81
GOOD	981	35446	929	34430	1016	3.0%	-52
MADDEN	982	35438	926	34472	966	2.8%	-56
MCCANN	983	35408	916	34692	716	2.1%	-67
TERRELL	983	35408	946	33914	1494	4.4%	-37
JARVIS	985	35350	939	34050	1300	3.8%	-46
DICKSON	986	35312	915	34698	614	1.8%	-71
REYNA	987	35291	1181	27215	8076	29.7%	194
CANTRELL	988	35266	920	34674	592	1.7%	-68
MAYO	989	35228	965	33126	2102	6.3%	-24
BRANCH	990	35225	967	33040	2185	6.6%	-23
HENDRIX	991	35194	941	34032	1162	3.4%	-50
ROLLINS	992	35132	949	33797	1335	4.0%	-43
ROWLAND	993	35121	925	34498	623	1.8%	-68
WHITNEY	994	35118	934	34251	867	2.5%	-60
DUKE	995	35053	952	33745	1308	3.9%	-43
ODOM	996	35020	953	33717	1303	3.9%	-43
DAUGHERTY	997	34987	921	34650	337	1.0%	-76
TRAVIS	998	34985	960	33339	1646	4.9%	-38
TANG	999	34961	1269	25446	9515	37.4%	270
COPPERTONE
